class,filename,ymax,xmax,ymin,xmin,width,height
Italian_greyhound,n02091032_907.jpg,496,352,72,7,354,500
Weimaraner,n02092339_3354.jpg,498,331,31,26,333,500
Lakeland_terrier,n02095570_1057.jpg,432,342,43,128,480,458
Golden_retriever,n02099601_5736.jpg,331,488,106,2,500,333
Otterhound,n02091635_2761.jpg,171,219,1,4,220,173
Soft-coated_wheaten_terrier,n02098105_2074.jpg,347,223,16,26,230,350
Staffordshire_bullterrier,n02093256_8623.jpg,329,499,0,144,500,375
Pomeranian,n02112018_1463.jpg,307,448,0,36,500,375
Staffordshire_bullterrier,n02093256_272.jpg,306,186,18,41,233,320
EntleBucher,n02108000_143.jpg,360,294,13,78,500,370
Irish_wolfhound,n02090721_2474.jpg,342,271,53,72,301,348
Ibizan_hound,n02091244_3373.jpg,680,552,13,98,567,742
Rhodesian_ridgeback,n02087394_8716.jpg,134,149,28,70,200,156
Blenheim_spaniel,n02086646_3565.jpg,288,282,81,19,418,307
Border_terrier,n02093754_6437.jpg,457,437,31,1,500,459
Cardigan,n02113186_7608.jpg,317,481,119,330,500,373
Border_terrier,n02093754_8019.jpg,217,230,9,5,250,218
Whippet,n02091134_13401.jpg,406,408,60,0,500,408
English_foxhound,n02089973_2415.jpg,208,76,37,9,300,209
Greater_Swiss_Mountain_dog,n02107574_1415.jpg,374,357,4,11,500,375
Cardigan,n02113186_6173.jpg,417,498,48,56,500,433
Basenji,n02110806_3415.jpg,498,296,178,100,375,500
Clumber,n02101556_9.jpg,206,164,94,3,172,213
Yorkshire_terrier,n02094433_2483.jpg,331,440,1,94,500,333
Rhodesian_ridgeback,n02087394_4681.jpg,722,542,222,114,599,800
Chow,n02112137_16162.jpg,490,337,111,23,339,500
African_hunting_dog,n02116738_678.jpg,219,339,134,179,500,333
Komondor,n02105505_4398.jpg,340,383,15,9,399,350
Miniature_schnauzer,n02097047_2470.jpg,374,430,50,38,500,375
Australian_terrier,n02096294_4435.jpg,198,228,23,78,400,500
Tibetan_terrier,n02097474_5342.jpg,331,378,23,204,500,332
Silky_terrier,n02097658_1690.jpg,317,490,18,10,500,375
Cardigan,n02113186_13256.jpg,195,259,15,21,300,223
African_hunting_dog,n02116738_7026.jpg,261,229,68,24,340,286
Welsh_springer_spaniel,n02102177_1707.jpg,341,499,7,27,500,375
French_bulldog,n02108915_1839.jpg,373,388,50,111,500,375
Boston_bull,n02096585_9834.jpg,374,372,0,90,500,375
Boston_bull,n02096585_7101.jpg,313,330,85,70,333,500
Papillon,n02086910_9084.jpg,297,342,18,114,500,331
African_hunting_dog,n02116738_10024.jpg,160,185,61,12,250,170
Leonberg,n02111129_2620.jpg,332,444,30,139,500,333
English_foxhound,n02089973_2249.jpg,248,499,77,155,500,256
Kuvasz,n02104029_4104.jpg,483,296,129,2,322,500
German_shepherd,n02106662_1812.jpg,374,498,0,63,500,375
Silky_terrier,n02097658_942.jpg,354,471,16,17,500,375
Airedale,n02096051_7847.jpg,493,319,48,0,333,500
Bernese_mountain_dog,n02107683_1737.jpg,279,341,81,124,500,375
Pembroke,n02113023_11103.jpg,367,383,21,174,500,375
Kerry_blue_terrier,n02093859_248.jpg,268,333,12,13,350,287
Malamute,n02110063_9496.jpg,438,348,15,1,375,500
Malamute,n02110063_12292.jpg,243,475,99,0,500,333
Labrador_retriever,n02099712_7866.jpg,374,499,64,23,500,375
Black-and-tan_coonhound,n02089078_2801.jpg,454,548,78,0,800,602
Whippet,n02091134_6699.jpg,155,195,17,33,240,183
Toy_terrier,n02087046_2141.jpg,345,267,90,60,375,500
West_Highland_white_terrier,n02098286_302.jpg,372,312,125,178,500,437
Maltese_dog,n02085936_9742.jpg,260,450,1,214,500,333
English_springer,n02102040_7895.jpg,374,343,18,132,500,375
Soft-coated_wheaten_terrier,n02098105_3069.jpg,241,402,127,118,500,375
Norwich_terrier,n02094258_2908.jpg,329,419,12,59,500,348
Miniature_schnauzer,n02097047_2604.jpg,331,462,2,1,500,333
Walker_hound,n02089867_655.jpg,433,423,75,0,440,440
Bouvier_des_Flandres,n02106382_241.jpg,252,332,6,0,342,260
Scotch_terrier,n02097298_1410.jpg,374,323,191,202,500,375
Dhole,n02115913_5392.jpg,184,199,26,40,200,217
Pug,n02110958_11870.jpg,330,372,38,99,500,334
English_setter,n02100735_4943.jpg,1034,797,57,2,800,1037
Soft-coated_wheaten_terrier,n02098105_3869.jpg,247,499,39,213,500,375
Saint_Bernard,n02109525_393.jpg,306,317,74,153,448,336
Walker_hound,n02089867_1921.jpg,368,428,67,38,500,398
Australian_terrier,n02096294_4440.jpg,341,317,138,196,500,375
Boston_bull,n02096585_2374.jpg,374,499,24,98,500,375
Leonberg,n02111129_774.jpg,249,357,70,223,500,333
Bloodhound,n02088466_7234.jpg,299,499,43,14,500,375
Great_Pyrenees,n02111500_3513.jpg,374,401,100,167,500,375
Vizsla,n02100583_3027.jpg,374,498,1,2,500,375
Great_Pyrenees,n02111500_205.jpg,303,405,20,170,500,333
Norwegian_elkhound,n02091467_1315.jpg,274,239,7,28,250,278
Malamute,n02110063_9363.jpg,210,343,39,168,500,294
German_short-haired_pointer,n02100236_5735.jpg,292,322,59,94,500,333
Collie,n02106030_16254.jpg,395,326,62,100,399,500
Greater_Swiss_Mountain_dog,n02107574_926.jpg,374,499,45,152,500,375
Shetland_sheepdog,n02105855_11668.jpg,332,499,58,170,500,333
Tibetan_terrier,n02097474_393.jpg,285,191,12,20,216,288
Boston_bull,n02096585_1532.jpg,301,200,12,29,405,305
Shetland_sheepdog,n02105855_15856.jpg,333,416,6,1,500,334
Newfoundland,n02111277_3153.jpg,348,231,23,0,232,349
Sussex_spaniel,n02102480_2224.jpg,429,376,16,97,399,443
Whippet,n02091134_14047.jpg,292,346,0,39,400,300
Saluki,n02091831_13486.jpg,268,406,39,143,500,331
Maltese_dog,n02085936_6034.jpg,145,273,1,126,500,375
Sealyham_terrier,n02095889_6387.jpg,139,169,3,16,200,150
Schipperke,n02104365_8119.jpg,315,314,36,100,500,375
Samoyed,n02111889_6333.jpg,110,137,0,0,500,334
Beagle,n02088364_13809.jpg,315,484,43,9,500,338
Cocker_spaniel,n02102318_13800.jpg,336,379,28,40,500,375
Blenheim_spaniel,n02086646_2404.jpg,392,294,7,19,304,402
Basenji,n02110806_3970.jpg,317,297,199,96,500,350
Sealyham_terrier,n02095889_3642.jpg,232,375,24,25,400,257
Standard_schnauzer,n02097209_1653.jpg,178,198,8,3,200,192
Kerry_blue_terrier,n02093859_3319.jpg,207,188,2,9,190,208
Irish_wolfhound,n02090721_969.jpg,246,322,27,224,500,333
Labrador_retriever,n02099712_5965.jpg,260,499,0,44,500,332
Vizsla,n02100583_7522.jpg,332,431,0,23,500,333
Great_Dane,n02109047_481.jpg,481,292,85,0,333,500
Pomeranian,n02112018_7707.jpg,482,257,56,72,348,500
Shih-Tzu,n02086240_4608.jpg,369,463,94,1,500,375
Standard_schnauzer,n02097209_1337.jpg,367,353,72,180,500,375
Standard_schnauzer,n02097209_2509.jpg,498,327,43,1,333,500
Pug,n02110958_11979.jpg,230,276,112,199,500,375
Scottish_deerhound,n02092002_2294.jpg,332,387,54,163,500,333
Samoyed,n02111889_1438.jpg,340,499,131,58,500,375
Clumber,n02101556_5405.jpg,213,471,57,107,500,366
Standard_poodle,n02113799_2073.jpg,521,392,264,150,422,559
Standard_poodle,n02113799_273.jpg,272,304,0,0,500,335
Weimaraner,n02092339_2731.jpg,305,499,115,282,500,333
French_bulldog,n02108915_3300.jpg,329,382,1,2,500,334
Cocker_spaniel,n02102318_9378.jpg,199,288,103,214,500,375
American_Staffordshire_terrier,n02093428_3657.jpg,249,229,4,71,288,250
Clumber,n02101556_4213.jpg,40,319,0,71,500,375
Irish_water_spaniel,n02102973_3282.jpg,701,378,153,35,500,703
Miniature_poodle,n02113712_2718.jpg,365,377,39,88,500,379
Chihuahua,n02085620_2937.jpg,192,256,28,121,360,273
Whippet,n02091134_13940.jpg,498,241,86,22,375,500
Irish_wolfhound,n02090721_4353.jpg,438,152,230,0,452,500
English_foxhound,n02089973_2603.jpg,169,159,8,1,160,170
Soft-coated_wheaten_terrier,n02098105_244.jpg,263,326,10,16,360,270
Dingo,n02115641_6747.jpg,143,350,31,187,500,375
Borzoi,n02090622_5045.jpg,337,453,7,39,500,374
Shetland_sheepdog,n02105855_11445.jpg,217,399,86,9,500,288
Walker_hound,n02089867_2815.jpg,239,319,30,67,320,240
Scotch_terrier,n02097298_1327.jpg,498,373,45,3,375,500
Maltese_dog,n02085936_7865.jpg,274,423,29,255,500,375
Staffordshire_bullterrier,n02093256_3378.jpg,374,436,69,143,500,375
Basenji,n02110806_6035.jpg,498,158,198,23,375,500
Gordon_setter,n02101006_1440.jpg,373,426,8,124,500,375
Bernese_mountain_dog,n02107683_3952.jpg,374,386,0,52,500,375
Kuvasz,n02104029_3427.jpg,165,182,17,9,240,181
Clumber,n02101556_2689.jpg,283,445,37,9,500,333
Gordon_setter,n02101006_1804.jpg,498,298,126,0,375,500
Pekinese,n02086079_7235.jpg,286,326,123,166,500,333
Great_Pyrenees,n02111500_7725.jpg,485,432,88,245,463,500
Leonberg,n02111129_4618.jpg,270,379,87,128,500,333
West_Highland_white_terrier,n02098286_6254.jpg,206,372,59,3,500,343
Saluki,n02091831_38.jpg,498,327,27,0,343,500
Leonberg,n02111129_646.jpg,272,499,114,399,500,333
Groenendael,n02105056_5726.jpg,373,443,5,42,500,375
Kelpie,n02105412_5702.jpg,440,250,57,65,333,500
Miniature_schnauzer,n02097047_328.jpg,498,333,80,43,375,500
Walker_hound,n02089867_1786.jpg,698,878,22,0,901,700
Standard_poodle,n02113799_2733.jpg,374,428,1,72,500,375
Old_English_sheepdog,n02105641_5057.jpg,495,329,35,5,337,500
Basenji,n02110806_1637.jpg,274,269,23,24,300,300
Irish_setter,n02100877_306.jpg,491,239,100,28,282,500
Black-and-tan_coonhound,n02089078_4441.jpg,191,234,12,55,288,192
Toy_terrier,n02087046_538.jpg,301,402,64,249,500,375
Clumber,n02101556_2642.jpg,407,371,36,131,500,450
Basenji,n02110806_3138.jpg,272,371,27,0,400,274
Tibetan_terrier,n02097474_5334.jpg,346,280,19,18,500,383
Eskimo_dog,n02109961_853.jpg,480,387,5,8,393,500
Pomeranian,n02112018_4928.jpg,374,499,45,43,500,375
Blenheim_spaniel,n02086646_3053.jpg,177,236,43,37,300,225
Black-and-tan_coonhound,n02089078_1867.jpg,292,455,1,1,500,375
Tibetan_terrier,n02097474_8811.jpg,374,499,61,284,500,375
Kuvasz,n02104029_4815.jpg,535,806,29,454,808,537
Basenji,n02110806_761.jpg,367,363,7,1,500,375
American_Staffordshire_terrier,n02093428_11.jpg,340,498,0,5,500,412
Miniature_schnauzer,n02097047_2605.jpg,373,443,45,170,500,375
English_setter,n02100735_4333.jpg,373,461,82,152,500,375
Basenji,n02110806_433.jpg,498,269,71,0,333,500
Gordon_setter,n02101006_2065.jpg,433,278,113,82,280,440
Sealyham_terrier,n02095889_3110.jpg,247,399,14,19,400,280
English_springer,n02102040_3225.jpg,332,361,15,131,500,333
Welsh_springer_spaniel,n02102177_2628.jpg,336,393,0,90,500,375
Groenendael,n02105056_3767.jpg,485,237,202,0,333,500
Norfolk_terrier,n02094114_513.jpg,235,495,51,135,500,333
Great_Pyrenees,n02111500_2232.jpg,325,320,176,56,500,375
German_short-haired_pointer,n02100236_619.jpg,207,311,66,184,500,375
Welsh_springer_spaniel,n02102177_2621.jpg,321,342,73,161,500,375
Chow,n02112137_14255.jpg,407,446,47,32,500,433
Malamute,n02110063_19390.jpg,390,545,6,30,564,394
Sealyham_terrier,n02095889_5718.jpg,163,210,50,32,250,190
Bedlington_terrier,n02093647_577.jpg,498,206,105,0,333,500
Bloodhound,n02088466_2908.jpg,328,344,19,39,350,329
Rottweiler,n02106550_5252.jpg,374,499,35,25,500,375
Tibetan_mastiff,n02108551_4379.jpg,594,558,145,237,800,600
Rhodesian_ridgeback,n02087394_9686.jpg,313,269,76,88,364,368
Silky_terrier,n02097658_1516.jpg,332,309,39,132,500,333
Newfoundland,n02111277_3741.jpg,346,235,13,53,288,360
Border_collie,n02106166_2186.jpg,622,466,18,29,468,624
Japanese_spaniel,n02085782_309.jpg,184,199,7,23,200,185
Miniature_pinscher,n02107312_2072.jpg,446,323,68,90,336,448
Pomeranian,n02112018_3737.jpg,185,216,15,15,229,186
German_shepherd,n02106662_13904.jpg,448,598,31,3,600,450
Silky_terrier,n02097658_5223.jpg,418,357,8,26,375,500
Miniature_pinscher,n02107312_7408.jpg,498,267,73,35,335,500
Tibetan_mastiff,n02108551_1121.jpg,286,217,10,5,225,298
Airedale,n02096051_3051.jpg,374,498,0,2,500,375
Brittany_spaniel,n02101388_5998.jpg,335,299,134,134,373,336
Basset,n02088238_305.jpg,244,255,139,90,360,288
Bedlington_terrier,n02093647_1228.jpg,470,432,52,58,510,510
Tibetan_terrier,n02097474_4404.jpg,491,286,86,108,355,500
German_shepherd,n02106662_15398.jpg,497,372,73,73,375,500
Boston_bull,n02096585_9511.jpg,296,357,143,150,500,375
Samoyed,n02111889_2425.jpg,309,495,0,291,500,331
Scotch_terrier,n02097298_200.jpg,338,324,0,136,500,375
Dingo,n02115641_5492.jpg,498,271,60,0,335,500
African_hunting_dog,n02116738_2942.jpg,383,331,50,21,333,500
Dandie_Dinmont,n02096437_3731.jpg,147,167,0,42,220,148
Silky_terrier,n02097658_6357.jpg,295,485,4,1,500,333
Cocker_spaniel,n02102318_9032.jpg,498,451,17,0,468,500
Welsh_springer_spaniel,n02102177_3032.jpg,221,288,118,186,500,333
Lakeland_terrier,n02095570_4762.jpg,350,386,83,148,500,357
Lhasa,n02098413_1457.jpg,360,314,143,0,500,375
Toy_terrier,n02087046_4751.jpg,486,333,228,140,335,500
German_shepherd,n02106662_808.jpg,448,418,5,1,450,450
Japanese_spaniel,n02085782_2978.jpg,283,252,11,74,476,331
Pug,n02110958_14449.jpg,374,310,46,0,500,375
Pekinese,n02086079_22412.jpg,198,391,9,9,400,202
Shetland_sheepdog,n02105855_6802.jpg,487,370,33,3,375,500
Maltese_dog,n02085936_5435.jpg,374,499,28,2,500,375
Norwich_terrier,n02094258_1825.jpg,234,307,0,56,350,263
Malinois,n02105162_5328.jpg,331,411,1,88,500,332
Basenji,n02110806_1359.jpg,415,245,36,10,327,500
Shih-Tzu,n02086240_5994.jpg,374,338,68,1,500,375
Cocker_spaniel,n02102318_14794.jpg,295,389,113,48,500,327
Toy_terrier,n02087046_6812.jpg,264,243,32,60,311,314
Pekinese,n02086079_5087.jpg,270,467,6,146,500,333
Pembroke,n02113023_5901.jpg,358,320,22,0,500,375
English_setter,n02100735_2444.jpg,452,255,92,100,375,500
Kerry_blue_terrier,n02093859_3311.jpg,333,499,40,65,500,334
African_hunting_dog,n02116738_10038.jpg,137,191,4,11,200,138
Redbone,n02090379_1821.jpg,346,472,143,59,500,375
Affenpinscher,n02110627_9822.jpg,498,371,72,82,375,500
Vizsla,n02100583_9112.jpg,578,435,11,0,440,580
Black-and-tan_coonhound,n02089078_2574.jpg,185,224,18,29,237,194
Boston_bull,n02096585_2180.jpg,374,499,14,149,500,375
Samoyed,n02111889_2544.jpg,286,411,33,84,500,375
American_Staffordshire_terrier,n02093428_11160.jpg,332,499,1,28,500,333
Bedlington_terrier,n02093647_55.jpg,374,282,163,150,500,375
Irish_terrier,n02093991_3536.jpg,374,342,39,193,500,375
Eskimo_dog,n02109961_6778.jpg,498,373,0,0,375,500
Soft-coated_wheaten_terrier,n02098105_2456.jpg,242,172,74,82,500,333
Tibetan_terrier,n02097474_1980.jpg,374,499,14,7,500,375
Lhasa,n02098413_2911.jpg,346,275,17,74,390,390
Airedale,n02096051_4660.jpg,302,331,98,142,500,375
Papillon,n02086910_3136.jpg,279,397,96,21,500,375
Kuvasz,n02104029_4777.jpg,163,135,9,30,233,164
Walker_hound,n02089867_3126.jpg,199,167,25,19,209,209
Pekinese,n02086079_9756.jpg,455,240,55,50,333,500
Great_Dane,n02109047_5618.jpg,498,331,32,23,333,500
Sealyham_terrier,n02095889_974.jpg,296,316,75,38,350,347
Tibetan_terrier,n02097474_1156.jpg,286,499,9,1,500,288
Shetland_sheepdog,n02105855_1791.jpg,333,420,22,74,500,334
Eskimo_dog,n02109961_8295.jpg,450,298,76,0,300,452
Samoyed,n02111889_475.jpg,344,439,29,193,500,354
Whippet,n02091134_13348.jpg,315,452,73,116,500,384
Flat-coated_retriever,n02099267_3433.jpg,415,281,42,77,352,500
Chesapeake_Bay_retriever,n02099849_3128.jpg,410,285,125,111,500,462
Pug,n02110958_1975.jpg,331,401,0,3,500,375
Toy_terrier,n02087046_8379.jpg,350,325,50,182,500,375
Kerry_blue_terrier,n02093859_2449.jpg,185,147,43,53,200,200
Redbone,n02090379_1360.jpg,310,372,37,0,375,500
Boxer,n02108089_5266.jpg,351,421,11,73,500,375
Norwegian_elkhound,n02091467_5955.jpg,333,499,1,75,500,375
Norfolk_terrier,n02094114_2625.jpg,332,476,56,60,500,333
Dandie_Dinmont,n02096437_3603.jpg,235,273,79,23,300,271
Beagle,n02088364_14613.jpg,318,411,36,3,500,375
Flat-coated_retriever,n02099267_1118.jpg,492,328,18,10,330,500
Yorkshire_terrier,n02094433_9739.jpg,400,261,45,46,333,500
Collie,n02106030_15967.jpg,480,382,0,0,384,482
Great_Dane,n02109047_282.jpg,498,331,22,0,333,500
Greater_Swiss_Mountain_dog,n02107574_509.jpg,331,471,0,60,500,332
Kuvasz,n02104029_4431.jpg,412,371,94,134,500,417
Blenheim_spaniel,n02086646_1721.jpg,262,226,27,89,500,337
Miniature_schnauzer,n02097047_6884.jpg,498,332,75,1,334,500
Vizsla,n02100583_516.jpg,492,421,23,22,449,500
Kerry_blue_terrier,n02093859_1628.jpg,324,453,137,193,500,333
Shetland_sheepdog,n02105855_7846.jpg,441,493,2,33,500,443
Chesapeake_Bay_retriever,n02099849_1278.jpg,374,499,65,15,500,375
Eskimo_dog,n02109961_843.jpg,421,270,145,148,403,500
Maltese_dog,n02085936_4245.jpg,470,381,16,95,500,500
Irish_wolfhound,n02090721_2340.jpg,363,499,25,88,500,375
Newfoundland,n02111277_12381.jpg,473,358,107,93,375,500
Pembroke,n02113023_11091.jpg,310,252,8,29,300,311
Basenji,n02110806_469.jpg,322,499,70,43,500,375
Curly-coated_retriever,n02099429_935.jpg,221,281,33,30,314,235
Kuvasz,n02104029_1988.jpg,188,234,13,5,238,191
Beagle,n02088364_16881.jpg,328,488,11,20,500,349
Italian_greyhound,n02091032_1389.jpg,498,358,85,0,375,500
Tibetan_mastiff,n02108551_1025.jpg,316,283,43,0,500,375
Pug,n02110958_481.jpg,355,445,36,85,500,375
Clumber,n02101556_374.jpg,498,373,210,102,375,500
Boxer,n02108089_3669.jpg,353,386,0,5,400,354
Airedale,n02096051_9631.jpg,354,381,61,147,500,357
Blenheim_spaniel,n02086646_173.jpg,374,347,77,3,500,375
Newfoundland,n02111277_3067.jpg,243,314,170,87,500,333
Irish_setter,n02100877_5033.jpg,332,382,31,82,500,333
Collie,n02106030_9815.jpg,351,417,2,108,500,375
Malamute,n02110063_17995.jpg,324,346,69,127,500,377
German_shepherd,n02106662_13599.jpg,235,363,79,78,500,375
Appenzeller,n02107908_6567.jpg,498,351,111,30,375,500
Pomeranian,n02112018_436.jpg,359,380,57,0,500,375
Shetland_sheepdog,n02105855_2172.jpg,473,317,18,62,334,500
Golden_retriever,n02099601_5655.jpg,241,474,1,263,500,375
Yorkshire_terrier,n02094433_2114.jpg,455,373,30,2,375,500
Welsh_springer_spaniel,n02102177_1914.jpg,115,155,33,33,156,116
Newfoundland,n02111277_2540.jpg,498,338,295,146,375,500
Australian_terrier,n02096294_8594.jpg,437,321,51,62,357,500
Newfoundland,n02111277_12042.jpg,237,314,85,180,360,239
American_Staffordshire_terrier,n02093428_6314.jpg,425,274,107,48,333,500
Maltese_dog,n02085936_6650.jpg,353,415,2,127,500,375
Beagle,n02088364_13128.jpg,470,235,53,36,333,500
Great_Pyrenees,n02111500_7304.jpg,348,398,89,26,500,375
Whippet,n02091134_12759.jpg,299,280,115,6,500,334
Chihuahua,n02085620_2204.jpg,212,263,107,189,500,337
Boston_bull,n02096585_2042.jpg,309,287,127,182,500,374
Collie,n02106030_15958.jpg,435,306,0,72,334,500
Saluki,n02091831_3797.jpg,301,310,61,23,336,343
Boston_bull,n02096585_2354.jpg,335,256,71,87,500,375
Basenji,n02110806_6542.jpg,259,460,5,165,500,378
Kelpie,n02105412_1555.jpg,498,263,44,0,325,500
Malamute,n02110063_4302.jpg,230,339,65,186,500,375
Lakeland_terrier,n02095570_373.jpg,272,471,119,240,500,375
Sealyham_terrier,n02095889_2340.jpg,309,295,22,27,327,323
African_hunting_dog,n02116738_7122.jpg,167,217,31,70,600,400
French_bulldog,n02108915_12288.jpg,189,308,105,195,500,340
Rhodesian_ridgeback,n02087394_909.jpg,332,341,55,37,500,333
Affenpinscher,n02110627_1844.jpg,332,312,0,1,500,333
Italian_greyhound,n02091032_490.jpg,473,291,241,140,330,500
Sealyham_terrier,n02095889_6485.jpg,1421,1917,0,39,1979,1443
Great_Dane,n02109047_33651.jpg,467,539,1,103,625,469
Komondor,n02105505_955.jpg,238,465,156,322,500,400
Siberian_husky,n02110185_120.jpg,374,466,37,146,500,375
Boston_bull,n02096585_8148.jpg,374,311,20,206,500,375
Norwegian_elkhound,n02091467_3546.jpg,254,320,9,59,500,375
Labrador_retriever,n02099712_5648.jpg,374,461,1,1,500,375
Brabancon_griffon,n02112706_1995.jpg,547,365,105,102,432,576
Great_Pyrenees,n02111500_9018.jpg,321,498,119,231,500,375
Japanese_spaniel,n02085782_4511.jpg,428,559,33,68,640,480
Basenji,n02110806_6528.jpg,374,499,0,0,500,375
Irish_water_spaniel,n02102973_1377.jpg,372,384,2,0,500,374
Samoyed,n02111889_3499.jpg,234,369,153,266,500,331
Ibizan_hound,n02091244_3552.jpg,256,239,101,112,400,300
Sealyham_terrier,n02095889_1348.jpg,480,531,46,70,584,512
Irish_wolfhound,n02090721_2068.jpg,453,330,47,51,332,500
Golden_retriever,n02099601_2691.jpg,439,498,13,8,500,441
English_setter,n02100735_8272.jpg,303,441,18,94,500,376
German_short-haired_pointer,n02100236_3460.jpg,376,499,49,0,500,377
Miniature_pinscher,n02107312_6051.jpg,332,437,87,143,500,341
Staffordshire_bullterrier,n02093256_898.jpg,369,263,18,35,286,370
Bedlington_terrier,n02093647_1759.jpg,373,495,37,119,500,375
Kerry_blue_terrier,n02093859_324.jpg,331,354,126,1,500,333
Pembroke,n02113023_5295.jpg,281,417,35,52,500,375
Bouvier_des_Flandres,n02106382_4760.jpg,874,713,101,29,750,904
Wire-haired_fox_terrier,n02095314_493.jpg,252,314,2,87,380,285
Wire-haired_fox_terrier,n02095314_3295.jpg,327,307,83,100,555,440
Papillon,n02086910_5560.jpg,373,418,0,86,500,375
Basset,n02088238_9691.jpg,318,413,0,11,500,375
Groenendael,n02105056_1294.jpg,445,264,51,30,279,450
Basenji,n02110806_3056.jpg,332,410,123,2,500,333
Brittany_spaniel,n02101388_9691.jpg,498,498,28,1,500,500
Flat-coated_retriever,n02099267_4278.jpg,374,415,55,30,500,375
Pomeranian,n02112018_290.jpg,296,322,100,215,500,333
American_Staffordshire_terrier,n02093428_738.jpg,190,191,8,1,192,192
Shih-Tzu,n02086240_12057.jpg,427,455,25,26,500,438
Brittany_spaniel,n02101388_6538.jpg,332,352,58,178,500,333
Toy_terrier,n02087046_5203.jpg,280,309,16,8,324,287
Yorkshire_terrier,n02094433_2609.jpg,298,240,37,19,500,333
Giant_schnauzer,n02097130_6182.jpg,333,480,26,175,500,334
Toy_poodle,n02113624_3796.jpg,328,496,22,161,500,333
Miniature_pinscher,n02107312_6680.jpg,332,486,53,8,500,342
Pug,n02110958_11209.jpg,263,359,63,143,500,334
Flat-coated_retriever,n02099267_3493.jpg,361,340,55,1,500,363
Kerry_blue_terrier,n02093859_2471.jpg,376,274,204,77,340,400
Keeshond,n02112350_3314.jpg,332,439,60,257,500,333
Doberman,n02107142_34.jpg,309,298,13,137,427,320
French_bulldog,n02108915_2570.jpg,375,313,0,0,375,500
Kerry_blue_terrier,n02093859_345.jpg,165,212,0,11,221,172
Norfolk_terrier,n02094114_4506.jpg,472,478,24,16,500,474
Greater_Swiss_Mountain_dog,n02107574_955.jpg,431,498,1,0,500,433
Malamute,n02110063_9112.jpg,186,221,43,75,250,200
Shih-Tzu,n02086240_9293.jpg,296,498,63,86,500,375
Black-and-tan_coonhound,n02089078_2333.jpg,271,229,17,13,230,290
Schipperke,n02104365_10598.jpg,246,212,17,57,375,294
Giant_schnauzer,n02097130_5675.jpg,374,402,34,112,500,375
Schipperke,n02104365_9916.jpg,472,356,92,0,358,500
Rhodesian_ridgeback,n02087394_4443.jpg,332,391,94,268,500,333
Blenheim_spaniel,n02086646_3172.jpg,271,250,17,26,276,280
Golden_retriever,n02099601_2495.jpg,352,472,44,34,500,400
Miniature_poodle,n02113712_3289.jpg,333,334,0,83,500,334
Irish_wolfhound,n02090721_936.jpg,390,381,106,11,398,398
Newfoundland,n02111277_1372.jpg,373,463,0,0,500,375
Staffordshire_bullterrier,n02093256_3812.jpg,332,363,66,169,500,333
Miniature_pinscher,n02107312_2571.jpg,313,303,43,19,350,316
Blenheim_spaniel,n02086646_1847.jpg,219,290,38,87,300,225
Gordon_setter,n02101006_2703.jpg,384,355,21,43,369,387
Dingo,n02115641_2440.jpg,273,259,154,80,341,278
Chow,n02112137_16777.jpg,399,418,29,140,500,400
Eskimo_dog,n02109961_658.jpg,374,293,1,30,500,375
Blenheim_spaniel,n02086646_814.jpg,213,211,69,125,435,326
Cocker_spaniel,n02102318_9980.jpg,287,347,0,73,384,288
Newfoundland,n02111277_5183.jpg,377,221,38,15,260,400
Standard_poodle,n02113799_871.jpg,407,494,21,10,500,410
Clumber,n02101556_129.jpg,135,186,17,10,200,140
Dhole,n02115913_2520.jpg,373,499,23,127,500,375
Norwegian_elkhound,n02091467_92.jpg,213,272,8,15,300,225
Kuvasz,n02104029_4002.jpg,262,443,101,136,500,375
Keeshond,n02112350_9898.jpg,301,444,5,25,476,303
Samoyed,n02111889_6545.jpg,258,394,60,12,400,300
Standard_schnauzer,n02097209_2477.jpg,525,419,0,14,450,527
Norwegian_elkhound,n02091467_2094.jpg,350,437,1,52,500,375
Irish_wolfhound,n02090721_5518.jpg,284,410,171,162,474,316
Kelpie,n02105412_4669.jpg,238,292,21,198,500,333
Papillon,n02086910_8872.jpg,188,230,17,19,250,189
English_setter,n02100735_3595.jpg,374,474,95,33,500,375
Dingo,n02115641_1154.jpg,322,226,34,0,300,399
Gordon_setter,n02101006_1205.jpg,359,356,6,156,500,375
Saluki,n02091831_6427.jpg,314,386,75,48,500,322
Kerry_blue_terrier,n02093859_2320.jpg,242,289,49,36,400,300
Old_English_sheepdog,n02105641_4805.jpg,331,499,20,133,500,332
Maltese_dog,n02085936_17059.jpg,373,498,0,27,500,375
Saluki,n02091831_10593.jpg,374,499,52,91,500,375
Saluki,n02091831_1563.jpg,359,398,66,78,500,375
Miniature_poodle,n02113712_2451.jpg,297,398,43,208,500,334
American_Staffordshire_terrier,n02093428_12624.jpg,338,325,7,86,500,375
Mexican_hairless,n02113978_903.jpg,205,199,2,9,200,210
Staffordshire_bullterrier,n02093256_3297.jpg,481,421,45,57,429,500
Wire-haired_fox_terrier,n02095314_1780.jpg,160,129,20,16,177,166
Malinois,n02105162_5327.jpg,498,393,30,23,395,500
French_bulldog,n02108915_3098.jpg,471,364,0,26,387,473
Chow,n02112137_11261.jpg,338,321,46,1,360,480
Redbone,n02090379_364.jpg,292,340,66,1,390,293
